country,child mort,exports,health,imports,income,inflation,life_expec,fertility,gdpp
Burkina Faso,1.92739894926925,-0.799247335706091,-0.0275548236153967,-0.714188703786866,-0.81515890851778,-0.0919363880013536,-1.42307927389647,1.93020488829765,-0.675942780351755
Burundi,1.37196642999659,-1.17426543756049,1.74175260856247,-0.31765161224542,-0.849705939394786,0.427423538375643,-1.44556843772337,2.18782660307043,-0.694711155072765
Cambodia,0.151998575165584,0.473917231873547,-0.413453152444314,0.520859112576596,-0.758617972097454,-0.441014371303925,-0.501023556993785,-0.0448949249604047,-0.664430783066485
Cameroon,1.72903019238616,-0.689806255398386,-0.613683417402714,-0.821584166079341,-0.75135583347466,-0.555481677481733,-1.49054676537716,1.42817282874042,-0.635841747154249
Canada,-0.810089895717408,-0.438091770690664,1.63253610040334,-0.656360377937072,1.22187097517598,-0.464664641175373,1.20815289385022,-0.870605549232165,1.87879311008804
Cape Verde,-0.291851518360332,-0.306762474321417,-0.99230064568769,0.615862790758401,-0.586920266087106,-0.68839619415927,0.218629685466849,-0.18361430983806,-0.526723289473958
Central African Republic,2.745670071412,-1.0692020004651,-1.03234669867937,-0.842237139597125,-0.84327375947174,-0.546021569533154,-2.592515792895,1.49422967868216,-0.682980920872134
Chad,2.77046616602239,-0.157192997900887,-0.832116433720969,-0.140036039992481,-0.789222699150658,-0.131668841385386,-1.58050342068473,2.40581420787818,-0.658374708665229
Chile,-0.73322200242521,-0.124360673808575,0.416592309565055,-0.643968593826402,0.116988456136583,0.111455932893099,0.960772091754377,-0.705463424377813,-0.00350028489696591
China,-0.559649340152505,-0.540236778977855,-0.63552671903454,-1.00333033303584,-0.394992316770404,-0.0796382476682006,0.454765905649244,-0.897028289208861,-0.458524253423777
Colombia,-0.487740665782385,-0.919632524044567,0.281891949502131,-1.20159887880656,-0.32392710310449,-0.371009572484439,0.657168380091298,-0.61958951945355,-0.366319156683932
Comoros,1.23806751910051,-0.897744307983026,-0.839397534264911,0.198672725699171,-0.816196356892465,-0.370063561689581,-0.523512720820679,1.19036816895015,-0.665358289956767
"Congo, Dem. Rep.",1.92739894926925,-0.000327449459842806,0.398389558205201,0.11193023692448,-0.857746164298594,1.23153271400487,-1.46805760155026,2.37278578290731,-0.68909155450223
"Congo, Rep.",0.635522420068119,1.60480839505317,-1.58571034001895,0.322590566805873,-0.620118614077023,1.22207260605629,-1.14196472606029,1.32248186883363,-0.557822049912841
Costa Rica,-0.696027860509631,-0.288522294270133,1.4869140895245,-0.491136589794803,-0.214995023762578,-0.114640647077944,1.10695165662919,-0.679040684401116,-0.259928660445648
Cote d'Ivoire,1.80341847621732,0.346235971514557,-0.551794062779209,-0.148297229399594,-0.749799660912632,-0.226269920871178,-1.60299258451163,1.5338637886472,-0.640752077749862
Croatia,-0.812569505178447,-0.128008709818832,0.343781304125637,-0.363088153984544,0.153299149250554,-0.65850225304176,0.64592379817785,-0.923451029185557,0.0292352524071212
Cyprus,-0.859682084938181,0.33164382747353,-0.307877194557157,0.438247218505461,0.86913852778312,-0.546021569533154,1.05072874706196,-1.00932493410982,0.973109911341633
Czech Republic,-0.864641303860258,0.908033517094111,0.387467907389288,0.661299332497525,0.578652982871354,-0.871449282964277,0.780858781139219,-0.949873769162254,0.372958394100036
Denmark,-0.847284037632987,0.3425879355043,1.66894160312305,-0.135905445288924,1.39304995699898,-0.431554263355346,1.00575041940817,-0.712069109371987,2.45712093579358
Dominican Republic,-0.0959623709382798,-0.671566075347102,-0.216863437757885,-0.561356699755267,-0.313552619357641,-0.221539866896888,0.454765905649244,-0.229854104797279,-0.409966539756048
Ecuador,-0.326566050814873,-0.481868202813746,0.452997812284764,-0.598532052087278,-0.404329352142568,-0.0294996755407311,0.69090212583164,-0.190219994832234,-0.453068330539762
Egypt,-0.227381672373328,-0.722638579490698,-0.784789280185347,-0.838106544893568,-0.377874418588104,0.219301163506901,-0.0062619528020991,0.159881309858992,-0.565460341950461
El Salvador,-0.472863009016153,-0.518348562916314,0.0343345310081089,-0.0119876041822221,-0.510667810547768,-0.485476878662247,0.398542996082007,-0.447841709605023,-0.544182242702805
Equatorial Guinea,1.80341847621732,1.63034464712497,-0.850319185080824,0.496075544355256,0.858764044036271,1.61939713989662,-1.08574181649305,1.49422967868216,0.225648476231644
Eritrea,0.419796396957757,-1.3249293247841,-1.51289933457953,-0.97441617011094,-0.815677632705122,0.361202782735588,-0.99578516118547,1.09788857903171,-0.681016788633889
Estonia,-0.837365599788833,1.24000479402748,-0.286033892925332,0.900873825303815,0.288167437959588,-0.571563860994317,0.612190052437508,-0.811154384284598,0.0892504041312809
Fiji,-0.35136214542526,0.60889456425305,-0.711978274745929,0.702605279533092,-0.508074189611056,-0.336007173074696,-0.590980212301364,-0.18361430983806,-0.508173151668309
Finland,-0.874559741704413,-0.087880313706007,0.777006786490176,-0.392002316909441,1.17518579831516,-0.702964760400082,1.0619733289754,-0.712069109371987,1.81332203547987
France,-0.844804428171949,-0.521996598926571,1.8509691167216,-0.776147624340217,1.02475578398585,-0.636838605839513,1.21939747576367,-0.606378149465202,1.50779035397506
Gabon,0.630563201146041,0.605246528242793,-1.20709311173397,-1.15616233706744,-0.0905012188003923,0.834208180164547,-0.860850178224101,0.747787274340485,-0.229921084583568
Gambia,1.04217837167846,-0.631437679234277,-0.409812602172343,-0.173080797620935,-0.803228252208903,-0.329385097510691,-0.568491048474469,1.82451392839086,-0.676652050326677
Georgia,-0.539812464464196,-0.22285764608551,1.19567006776683,0.244109267438295,-0.540235089226287,0.072669490303924,0.252363431207191,-0.679040684401116,-0.545819019568009
Germany,-0.844804428171949,0.0434489826632391,1.74175260856247,-0.404394101020111,1.20630924955571,-0.664462121049365,1.07321791088885,-1.02914198909234,1.57326142858323
Ghana,0.903320241860292,-0.423499626649637,-0.580918464954976,-0.0409017671071193,-0.730606865980962,0.834208180164547,-0.939562251618233,0.873295289229792,-0.635841747154249
Greece,-0.852243256555065,-0.693454291408643,1.26848107320625,-0.668752162047742,0.599401950365052,-0.672503212805657,1.10695165662919,-0.969690824144776,0.760328918865067
Grenada,-0.58692504422393,-0.631437679234277,-0.347923247548837,0.095407858110253,-0.308365377484217,-0.690761221146415,0.0836947025054798,-0.467658764587546,-0.305212820382969
Guatemala,-0.0711662763278935,-0.55847695902914,0.0124912293762832,-0.437438858648565,-0.541272537600972,-0.249920190742626,0.0836947025054798,0.285389324748299,-0.552911719317228
Guinea,1.75382628699654,-0.394315338567582,-0.686494422842133,-0.152427824103151,-0.827608289013998,0.786907640421651,-1.41183469198302,1.58010358360642,-0.671959956646425
Guinea-Bissau,1.87780676004848,-0.956112884147135,0.613182024251485,-0.482875400387689,-0.817233805267149,-0.455204533226794,-1.68170465790576,1.38853871877537,-0.67747043875928
Guyana,-0.0166148681850433,0.375420259596612,-0.522669660603441,1.33045567447371,-0.586401541899764,-0.194105553846009,-0.568491048474469,-0.196825679826409,-0.541454281260798
Haiti,4.2086396534248,-0.941520740106108,0.0343345310081089,0.735650037161546,-0.811527839206382,-0.22059385610203,-4.3241814075659,0.252360899777429,-0.671196127442663
Hungary,-0.800171457873253,1.48442320671469,0.187237642430887,1.22306021218124,0.267418470465891,-0.5157492240977,0.443521323735797,-1.12162157901078,0.00741156087106313
Iceland,-0.884478179548567,0.448380979801749,0.940831548728867,-0.148297229399594,1.12331337958091,-0.218701834512314,1.28686496724435,-0.494081504564242,1.57871735146724
India,0.509062337555148,-0.675214111357359,-1.00686284677557,-0.817453571375784,-0.660579100689733,0.113347954482814,-0.489778975080337,-0.229854104797279,-0.633659378000643
Indonesia,-0.123238075009705,-0.613197499182992,-1.53110208593939,-1.01159152244295,-0.452051977378072,0.711226776833018,-0.0737294442827829,-0.309122324727368,-0.537635135241987
Iran,-0.470383399555114,-0.609549463172736,-0.442577554620081,-1.13550936354965,0.0132436186680955,0.767987424524492,0.443521323735797,-0.784731644307902,-0.351042572608691
Iraq,-0.0339721344123139,-0.0623440616342092,0.580417071803746,-0.528311942126813,-0.230556749382851,0.834208180164547,-0.377333155945863,1.06486015406084,-0.461797807154186
Ireland,-0.844804428171949,2.25780684088914,0.864379993017478,1.63611968253691,1.4812330688472,-1.04078521524384,1.10695165662919,-0.593166779476853,1.94972010758023
Israel,-0.834885990327794,-0.22285764608551,0.296454150590015,-0.577879078569494,0.646087127225871,-0.568725828609743,1.21939747576367,0.0541903499522064,0.962198065573604
Italy,-0.849763647094026,-0.580365175090681,0.988158702264489,-0.813322976672228,0.988445090871881,-0.705991994943627,1.25313122150401,-0.982902194133124,1.24590605554236
Jamaica,-0.500138713087578,-0.357834978465013,-0.730181026105784,0.11193023692448,-0.474357117433797,0.191866850456021,0.466010487562692,-0.513898559546764,-0.451977145962959
Japan,-0.869600522782335,-0.952464848136879,0.973596501176606,-1.37508385635594,0.967696123378183,-0.915911790322599,1.37682162255193,-1.02914198909234,1.72057134645162
Jordan,-0.425750429256419,0.26233114327865,0.445716711740822,0.913265609414485,-0.398104661894459,0.0613173607656289,0.589700888610613,0.470348504585174,-0.506536374803105
Kazakhstan,-0.415831991412264,0.112761666858119,-0.919489640248271,-0.701796919676196,0.153299149250554,1.10855131067334,-0.242398172984494,-0.229854104797279,-0.212462131354722
Kenya,0.593369059230462,-0.744526795552239,-0.752024327737609,-0.548964915644597,-0.760692868846824,-0.53845348317429,-0.872094760137549,0.939352139171533,-0.654555562646419
Kiribati,0.605767106535655,-1.01448146031124,1.63253610040334,1.36350043210217,-0.799597182897506,-0.592376098481191,-1.10823098031994,0.589250834480307,-0.626021085963023
Kuwait,-0.681150203743399,0.933569769165909,-1.52382098539544,-0.681143946158412,3.01146942150739,0.323362350941272,0.859570854533351,-0.487475819570068,1.39321597341075
Kyrgyz Republic,-0.214983625068134,0.382716331617126,-0.231425638845768,1.43785113676619,-0.744612419039208,0.209841055558322,-0.231153591071047,0.100430144911425,-0.659302215555511
Lao,1.00746383922391,-0.208265502044483,-0.853959735352795,0.0995384528138094,-0.682884240745458,0.134160191969688,-0.759648941003075,0.133458569882295,-0.645116816057073
Latvia,-0.755538487574558,0.459325087832519,-0.0493981252472223,0.3391129456201,0.059928795528915,-0.812985815842058,0.286097176947533,-1.04895904407486,-0.0907950510411982
Lebanon,-0.693548251048592,-0.193673358003456,0.07802113427176,0.549773275501493,-0.0438160419395728,-0.713654682381976,1.03948416514851,-0.883816919220513,-0.223919569411153
Lesotho,1.52322260711995,-0.0623440616342092,1.55972509496392,2.23505591455264,-0.765880110720248,-0.343575259433559,-2.70496161202947,0.232543844794907,-0.643480039191869
Liberia,1.26534322317193,-0.802895371716348,1.81456361400189,1.88808595945387,-0.853025774193778,-0.218701834512314,-1.0969863984065,1.36872166379285,-0.689473469104111
Libya,-0.537332855003158,0.893441373053083,-1.06875220139908,-0.197864365842275,0.646087127225871,0.607165589398647,0.623434634350955,-0.355362119686586,-0.0471476679690821
Lithuania,-0.797691848412215,0.882497265022313,0.0816616845437308,0.838914904750464,0.205171567984798,-0.511019170123411,0.297341758860981,-0.956479454156428,-0.0526035908530966
Luxembourg,-0.87951896062649,4.88439276827407,0.347421854397608,3.9285997430109,3.86736433062242,-0.393713831561029,1.20815289385022,-0.870605549232165,5.02140469128041
"Macedonia, FYR",-0.691068641587553,-0.0477519175931819,0.0998644359035853,0.463030786726802,-0.297990893737368,-0.54318353714858,0.38729841416856,-0.97629650913895,-0.45961543800058
Madagascar,0.593369059230462,-0.587661247111194,-1.10879825439076,-0.160689013510264,-0.817233805267149,0.0953737493805138,-1.0969863984065,1.09128289403754,-0.684781375423859
Malawi,1.2950985367044,-0.667918039336845,-0.0821630776949605,-0.49526718449836,-0.835907876011477,0.408503322478484,-1.96281920574195,1.5602865286239,-0.682271650897212
Malaysia,-0.753058878113519,1.67047304323779,-0.883084137528562,0.99587750348562,0.205171567984798,-0.0484198914378895,0.443521323735797,-0.527109929535112,-0.212462131354722
Maldives,-0.621639576678471,1.3312056942839,-0.176817384766204,0.764564200086443,-0.344676070598187,-0.463718630380515,0.825837108793009,-0.47426444958172,-0.319943812169808
Mali,2.44811693608736,-0.667918039336845,-0.668291671482278,-0.487005995091246,-0.792335044274712,-0.322763021946685,-1.24316596328131,2.37939146790148,-0.668686402916016
Malta,-0.780334582184944,4.08182484601756,0.667790278331049,4.42427110743771,0.578652982871354,-0.373847604869013,1.09570707471575,-1.04895904407486,0.443885391592225
Mauritania,1.46619158951606,0.349884007524814,-0.87580303698462,0.591079222537061,-0.717120037110059,1.05179066298187,-0.264887336811389,1.34229892381615,-0.641843262326665
Mauritius,-0.577006606379776,0.368124187576098,-0.296955543741245,0.632385169572628,-0.0645650094332704,-0.62927051948065,0.319830922687876,-0.910239659197209,-0.270840506213677
"Micronesia, Fed. Sts.",0.042895758879884,-0.642381787265047,2.68829567927491,1.40893697384129,-0.716082588735374,-0.376685637253586,-0.579735630387916,0.338234804701692,-0.551274942452024
Moldova,-0.522455198236926,-0.0696401336547228,1.77815811128218,1.30567210625237,-0.686515310056855,0.313902242992693,-0.096218608109678,-1.10841020902243,-0.618382793925402
Mongolia,-0.301769956204487,0.20396256711454,-0.500826358971616,0.405202460877008,-0.489400118866728,2.97219257654344,-0.489778975080337,-0.203431364820582,-0.562732380508454
Montenegro,-0.780334582184944,-0.149896925880373,0.83525559084171,0.653038143090412,-0.163122605028334,-0.584808012122328,0.657168380091298,-0.778125959313727,-0.342858688282669
Morocco,-0.118278856087628,-0.325002654372702,-0.588199565498918,-0.160689013510264,-0.555278090659218,-0.643839085721462,0.331075504601323,-0.243065474785627,-0.552911719317228
Mozambique,1.55545753011345,-0.3505389064445,-0.584559015226947,-0.0285099829964489,-0.841717586909713,-0.0134174920281465,-1.80539505895368,1.72542865347825,-0.684454020050818
Myanmar,0.647920467373312,-1.49569389042422,-1.76409730334552,-1.93412267413001,-0.696371069616361,-0.0701781397196215,-0.422311483599653,-0.355362119686586,-0.653409818840776
Namibia,0.439633272646066,0.244090963227365,-0.012992622527513,0.570426249019277,-0.450495804816045,-0.399389896330176,-1.34436720050234,0.430714394620129,-0.424151939254485
Nepal,0.216468421152589,-1.1501883998928,-0.569996814139063,-0.433308263945009,-0.786110354026603,0.692306560935859,-0.253642754897942,-0.223248419803105,-0.675015273461473
Netherlands,-0.837365599788833,1.12691567770952,1.8509691167216,0.690213495422422,1.47085858510035,-0.655948023895643,1.14068540236954,-0.764914589325379,2.03701487372446
New Zealand,-0.795212238951176,-0.394315338567582,1.19567006776683,-0.780278219043774,0.78614265780833,-0.383307712817592,1.16317456619643,-0.513898559546764,1.13133167497805
Niger,2.10097161154195,-0.689806255398386,-0.602761766586802,0.0912772634066962,-0.847112318458074,-0.494936986610826,-1.32187803667545,3.00032585735385,-0.688327725298468
Nigeria,2.27454427381466,-0.576717139080424,-0.63552671903454,-1.21812125762079,-0.622193510826392,9.10234252722274,-1.13072014414684,1.91038783331512,-0.580191333737301
Norway,-0.869600522782335,-0.0513999536034385,0.969955950904635,-0.75962524552599,2.34231521983565,-0.173293316359134,1.17441914810988,-0.659223629418594,4.08298595522991
Oman,-0.658833718594051,0.89708940906334,-1.47285328158785,-0.235039718174285,1.4604841013535,0.739607100678755,0.623434634350955,-0.0316835549720565,0.345678779679963
Pakistan,1.33477228808101,-1.00718538829073,-1.68036464709019,-1.13550936354965,-0.667322515125184,0.294982027095534,-0.590980212301364,0.595856519474481,-0.650572738941088
Panama,-0.46046496171096,1.05395495750438,0.467560013372648,1.2932803221417,-0.0905012188003923,-0.491152943431394,0.814592526879561,-0.216642734808931,-0.266475767906466
Paraguay,-0.35136214542526,0.510397591976115,-0.344282697276867,0.190411536292058,-0.51118653473511,-0.159103154436266,0.398542996082007,-0.143980199873016,-0.53108802778117
Peru,-0.445587304944728,-0.485516238824003,-0.631886168762569,-0.953763196593157,-0.372687176714679,-0.195997575435724,0.825837108793009,-0.269488214762323,-0.43342700815731
Philippines,-0.157952607464246,-0.230153718106024,-1.16704705874229,-0.425047074537895,-0.598850922395983,-0.336953183869554,-0.17493068150381,0.14006425487647,-0.59110317950533
Poland,-0.800171457873253,-0.0368078095624112,0.234564795966509,-0.197864365842275,0.241482261098769,-0.579131947353181,0.64592379817785,-1.01593061910399,-0.0198680535490095
Portugal,-0.852243256555065,-0.408907482608609,1.52331959224421,-0.392002316909441,0.521593322263686,-0.675341245190231,1.03948416514851,-1.02914198909234,0.520268311968428
Qatar,-0.725783174042094,0.773056184714608,-1.82234610769706,-0.953763196593157,5.59471587447274,-0.075854204488769,1.00575041940817,-0.579955409488505,3.12819945052737
Romania,-0.663792937516128,-0.310410510331674,-0.449858655164023,-0.334173991059647,0.033992586161793,-0.40222792871475,0.353564668428218,-0.897028289208861,-0.258291883580444
Russia,-0.700987079431708,-0.434443734680407,-0.631886168762569,-1.06528925358919,0.308916405453286,0.607165589398647,-0.152441517676915,-0.910239659197209,-0.123530588345285
Rwanda,0.628083591685003,-1.06190592844458,1.34129207864567,-0.697666324972639,-0.819308702016519,-0.489260921841678,-0.669692285695496,1.03183172908997,-0.676597491097837
Samoa,-0.480301837399269,-0.434443734680407,-0.125849680958612,0.256501051548965,-0.609225406142831,-0.573455882584033,0.106183866332375,0.919535084189011,-0.519084997436338
Saudi Arabia,-0.559649340152505,0.309755611411989,-0.919489640248271,-0.573748483865937,1.46567134322692,0.890968827856022,0.510988815216481,0.00795055499298796,0.345678779679963
Senegal,0.707431094438239,-0.591309283121451,-0.420734252988256,-0.272215070506296,-0.776254594467097,-0.56115774225088,-0.73715977717618,1.39514440376954,-0.652755108094694
Serbia,-0.760497706496635,-0.299466402300904,1.30488657592596,0.0417101269640153,-0.230556749382851,-0.17991539192314,0.466010487562692,-1.02253630409817,-0.412148908909653
Seychelles,-0.591884263146008,1.92218752794551,-1.24349861445368,2.52419754380161,0.168860874870827,-1.13444028393478,0.319830922687876,-0.513898559546764,-0.118074665461271
Sierra Leone,3.01842711212625,-0.886800199952255,2.28783514935811,-0.511789563312587,-0.826052116451971,0.890968827856022,-1.74917214938645,1.48762399368798,-0.685545204627621
Singapore,-0.87951896062649,5.79640177083828,-1.03962779922331,5.25039004814905,2.85066492343124,-0.740521388955941,1.36557704063848,-1.18767842895252,1.83514572701593
Slovak Republic,-0.775375363262867,1.28378122615057,0.718757982138641,1.27675794332748,0.417848484795198,-0.690288215748986,0.555967142870271,-1.00271924911565,0.198368861811571
Slovenia,-0.869600522782335,0.846016904919744,0.944472099000838,0.661299332497525,0.599401950365052,-0.829541004752071,1.00575041940817,-0.910239659197209,0.569371617924559
Solomon Islands,-0.252177766983714,0.298811503381218,0.63138477561134,1.41719816324841,-0.797003561960794,-0.0919363880013536,-0.99578516118547,0.85347823424727,-0.636932931731052
South Africa,0.382602255042178,-0.456331950741948,0.773366236218205,-0.805061787265114,-0.266867442496822,-0.135452884564818,-1.82788422278058,-0.236459789791453,-0.310123150978582
South Korea,-0.847284037632987,0.302459539391475,0.0416156315520506,-0.0285099829964489,0.687585062213266,-0.437230328124493,1.07321791088885,-1.13483294899913,0.49844462043237
Spain,-0.854722866016103,-0.56942106705991,0.99179925253646,-0.829845355486455,0.796517141555178,-0.721033566581868,1.2756203853309,-1.04235335908069,0.967653988457619
Sri Lanka,-0.671231765899244,-0.784655191665064,-1.41096392696435,-0.829845355486455,-0.445308562942621,1.42073487297646,0.43227674182235,-0.494081504564242,-0.554002903894031
St. Vincent and the Grenadines,-0.435668867100573,-0.518348562916314,-0.853959735352795,0.421724839691235,-0.374762073464049,-0.31614094638268,0.117428448245822,-0.579955409488505,-0.367410341260734
Sudan,0.952912431081065,-0.781007155654807,-0.180457935038175,-1.2263824470279,-0.714526416173346,1.11801141862192,-0.47853439316689,1.27624207387441,-0.626566678251424
Suriname,-0.35136214542526,0.415548655709437,0.070740033727818,-0.350696369873874,-0.152748121281485,-0.0550419670018948,-0.0287511166289942,-0.282699584750671,-0.254472737561634
Sweden,-0.874559741704413,0.185722387063256,1.0245642049842,-0.255692691692069,1.33599029639131,-0.642420069529175,1.23064205767711,-0.639406574436072,2.13522148563673
Switzerland,-0.837365599788833,0.835072796888974,1.70534710584276,0.264762240956079,1.98958277244279,-0.706181197102599,1.30935413107125,-0.943268084168079,3.36280413453999
Tajikistan,0.350367332048675,-0.956112884147135,-0.304236644285186,0.483683760244586,-0.779885663778494,0.446343754272801,-0.107463190023126,0.371263229672562,-0.667049626050812
Tanzania,0.83389117695121,-0.817487515757375,-0.293314993469274,-0.73484167730465,-0.780923112153179,0.138890245943978,-1.26565512710821,1.63955474855399,-0.669013758289057
Thailand,-0.579486215840815,0.926273697145395,-1.06875220139908,0.574556843722833,-0.189058814395456,-0.350197334997565,0.679657543918192,-0.923451029185557,-0.430153454426901
Timor-Leste,0.603287497074616,-1.41941345744975,0.838896141113681,-0.788539408450887,-0.793372492649397,1.77075886707388,0.0612055386785846,2.16800954808791,-0.510901113110316
Togo,1.29013931778232,-0.0331597735521543,0.303735251133957,0.429986029098348,-0.826570840639313,-0.624540465506361,-1.33312261858889,1.26963638888024,-0.680689433260848
Tonga,-0.517495979314848,-1.04731378440356,-0.63552671903454,0.55390387020505,-0.631011822011214,-0.388037766791881,-0.0737294442827829,0.635490629439526,-0.513629074552324
Tunisia,-0.517495979314848,0.3425879355043,-0.220503988029855,0.347374135027213,-0.349863312471612,-0.374793615663871,0.713391289658535,-0.533715614529286,-0.481439129536638
Turkey,-0.475342618477192,-0.755470903583009,-0.0275548236153967,-0.883543086632692,0.0443670699086418,-0.0730161721041953,0.859570854533351,-0.527109929535112,-0.123530588345285
Turkmenistan,0.588409840308385,1.28378122615057,-1.57114813893107,-0.0987300929569135,-0.373724625089364,-0.517641245687416,-0.298621082551731,-0.077923349931275,-0.465071360884594
Uganda,1.05953563790573,-0.875856091921485,0.798850088122001,-0.755494650822434,-0.809452942457013,0.266601703249797,-1.54676967494439,2.11516406813452,-0.674851595774953
Ukraine,-0.658833718594051,0.218554711155568,0.329219103037753,0.173889157477831,-0.483694152805961,0.531484725810013,-0.0175065347155459,-0.996113564121472,-0.545273427279608
United Arab Emirates,-0.735701611886249,1.33485373029416,-1.14884430738244,0.690213495422422,2.0985148517847,0.446343754272801,0.668412962004745,-0.712069109371987,1.20225867247024
United Kingdom,-0.820008333561562,-0.470924094782975,1.02820475525617,-0.664621567344185,0.988445090871881,-0.587646044506902,1.09570707471575,-0.679040684401116,1.41503966494681
United States,-0.767936534879751,-1.04731378440356,4.03529927990415,-1.2842107728777,1.6731610181639,-0.620756422326929,0.915793764100588,-0.672434999406942,1.93335233892819
Uruguay,-0.686109422665476,-0.540236778977855,0.558573770171921,-0.887673681336249,-0.00231810695217771,-0.271678439024358,0.657168380091298,-0.573349724494331,-0.0580595137371111
Uzbekistan,-0.0488497911785457,-0.343242834423986,-0.366125998908692,-0.75962524552599,-0.669397411874554,0.824748072215968,-0.197419845330705,-0.401601914645805,-0.632022601135439
Vanuatu,-0.224902062912289,0.200314531104284,-0.569996814139063,0.239978672734738,-0.736312832041729,-0.488314911046821,-0.849605596310654,0.364657544678388,-0.545273427279608
Venezuela,-0.524934807697964,-0.459979986752205,-0.693775523386075,-1.20986006821367,-0.033441558192724,3.60601980909824,0.544722560956824,-0.315728009721542,0.0292352524071212
Vietnam,-0.371199021113569,1.12691567770952,0.00885067910431238,1.37589221621284,-0.656429307190993,0.408503322478484,0.286097176947533,-0.659223629418594,-0.635841747154249
